#{"t_start": 1530088248.4430509, "gym_version": "0.9.7", "env_id": 1}
r,l,t
-14.420521,10,20326.966034
-24.914132,10,20435.234877
-8.21337,10,20521.815097
-13.151854,10,20525.143506
-9.199333,10,20531.82531
-19.588633,10,20538.481076
-29.026788,10,20653.862124
-11.129411,10,20747.469594
-9.404056,10,20747.514627
-6.740467,10,20857.488679
-17.612749,10,20860.849112
-75.545499,10,20864.175506
-27.096781,10,20874.212701
-12.549173,10,20968.768986
-39.385446,10,20972.112374
-34.85513,10,20975.505833
-22.892823,10,20982.283684
-15.233421,10,21177.362117
-13.953285,10,21184.163003
-18.420366,10,21184.210019
-8.611608,10,21187.564431
-14.420249,10,21190.928849
-20.950391,10,21190.974883
-11.246899,10,21194.340321
-37.930919,10,21287.88763
-18.458131,10,21291.263055
-21.076625,10,21301.423341
-12.315687,10,21304.784757
-11.956435,10,21403.051533
-40.295578,10,21416.731367
-12.17284,10,21528.182622
-17.090476,10,21617.060039
-9.75689,10,21620.461484
-14.08991,10,21627.280385
-127.374937,10,21630.821931
-29.546379,10,21729.760143
-11.497696,10,21736.591052
-16.477585,10,21826.706039
-17.125816,10,21940.796238
-14.956956,10,21944.269735
-12.272324,10,21944.316769
-12.386374,10,21944.362819
-29.495664,10,22045.351644
-8.259381,10,22055.744125
-13.164494,10,22062.613075
-21.93642,10,22062.659102
-16.800681,10,22278.787762
-38.426958,10,22386.731692
-20.294996,10,22476.873579
-10.909474,10,22490.99071
-14.996559,10,22598.42799
-17.012623,10,22612.398032
-15.559853,10,22711.161214
-21.765154,10,22718.271347
-18.924494,10,22832.292303
-19.657102,10,23001.958399
-69.965431,10,23002.004432
4.201403,6,23053.5725
-11.412637,10,23075.742436
-21.878019,10,23096.333238
-16.959892,10,23311.393845
-28.511481,10,23477.860491
-14.556257,10,23484.972603
-31.131757,10,23485.06469
-60.562887,10,23574.263788
-24.758404,10,23581.475972
-23.893576,10,23585.101579
-16.591174,10,23592.213711
-8.997533,10,23814.110434
-13.569228,10,23817.662006
-9.949954,10,23821.312628
-13.641395,10,23919.648888
-7.837406,10,23919.694917
-30.020654,10,23919.740935
-17.705747,10,24021.534298
-24.325052,10,24025.171913
-17.7402,10,24028.850558
-17.483475,10,24039.589276
-13.183954,10,24136.119983
-14.768472,10,24154.234006
-14.990388,10,24157.797549
-18.681775,10,24254.748312
-28.73426,10,24262.077581
-18.754949,10,24265.728204
-12.28719,10,24356.412732
-21.924573,10,24360.121398
4.733664,8,24360.165446
-27.282385,10,24580.449841
-14.836524,10,24584.229292
-43.952381,10,24587.947701
-20.4443,10,24591.574054
-37.061346,10,24699.421134
-17.907427,10,24706.714864
-14.634999,10,24717.644953
-26.570725,10,24815.494227
-17.356843,10,24826.551894
-47.192852,10,24833.866966
-18.95959,10,24932.538698
-10.015625,10,25031.723664
-10.525979,10,25035.498286
-23.214856,10,25039.151815
-15.137912,10,25053.834996
-27.954526,10,25152.229489
-18.321379,10,25159.696763
-11.88699,10,25163.40238
-13.746371,10,25262.292564
-24.654833,10,25262.385629
-12.59608,10,25266.087244
-11.414093,10,25266.133276
-18.252742,10,25277.218105
-18.614698,10,25398.437954
-14.224524,10,25514.706907
-13.328513,10,25522.178261
-18.112963,10,25733.450624
-14.971631,10,25748.4744
-43.120408,10,25847.810936
-17.909869,10,25855.404395
-18.412524,10,25966.193225
-13.452502,10,25969.924909
-27.467421,10,25973.711631
-15.476862,10,25984.976727
0.998067,1,26084.642516
-12.674728,10,26084.653522
-10.498425,10,26103.449013
5.09744,8,26331.817726
-13.935769,10,26335.692494
-35.599716,10,26433.766279
-25.189143,10,26441.351733
-40.883571,10,26673.267698
-20.616339,10,26684.796984
-65.155042,10,26688.584708
-23.29105,10,26796.609442
-16.568906,10,26796.656474
-16.730564,10,26800.545294
-13.929683,10,26808.144773
-11.234445,10,26913.347003
-42.870634,10,26921.10658
-31.113922,10,27023.543386
-32.907135,10,27027.47121
-14.569655,10,27031.321978
-9.850664,10,27046.730053
-43.574429,10,27149.431878
-9.570384,10,27153.298658
-18.674708,10,27161.026212
-47.786824,10,27164.928016
-10.902616,10,27279.253196
-74.799832,10,27393.583382
-14.791315,10,27401.432022
-30.009437,10,27401.479057
-34.247562,10,27420.946049
-12.626175,10,27526.729089
-34.736752,10,27542.375336
-18.402609,10,27546.255126
-12.782246,10,27784.59445
-12.301972,10,28052.033694
-14.062042,10,28059.852314
-12.248478,10,28059.899348
-13.255795,10,28206.633823
-107.460602,10,28206.681859
-14.049503,10,28218.521369
-12.138058,10,28222.439185
-20.072113,10,28230.292832
-10.688446,10,28234.202641
-39.422457,10,28360.097136
4.389336,7,28360.141168
-33.251122,10,28466.692761
-26.521327,10,28589.752219
-9.458717,10,28589.800254
-16.631149,10,28605.655652
-17.206453,10,28605.750721
-32.954813,10,28724.648186
-48.603179,10,28728.740128
-16.788884,10,28839.430697
-24.940543,10,28847.468473
-13.035446,10,28950.262364
-13.951946,10,28970.078609
-19.944453,10,29096.447447
-17.829027,10,29100.397285
-12.572401,10,29226.679062
-29.046201,10,29331.717566
-31.592976,10,29343.725197
-17.911591,10,29347.726072
-16.807032,10,29347.774109
4.230675,6,29454.347715
-15.092581,10,29462.384493
-25.313266,10,29466.363353
-22.556238,10,29474.364103
-11.405866,10,29582.868099
-14.62923,10,29587.007074
-15.479882,10,29587.054109
-11.141959,10,29591.046978
-20.55399,10,29591.094012
-41.198908,10,29595.095889
5.149387,8,29705.182022
-37.325944,10,29709.1849
-22.998729,10,29834.963313
-34.124885,10,29835.108416
-8.564322,10,29945.045442
-13.801154,10,29961.228075
-32.473529,10,29961.276109
-13.418522,10,30073.564826
0.97012,1,30201.292641
-12.373482,10,30209.492534
-12.458766,10,30331.356134
-16.071948,10,30455.063058
-24.268154,10,30455.160127
-13.453795,10,30467.368903
-17.458449,10,30467.417939
-19.265062,10,30591.380045
-10.039348,10,30607.906925
-7.299534,10,30728.360512
-20.264191,10,30736.561406
-24.924501,10,30744.831352
-32.250846,10,30744.879385
-56.189744,10,30855.037571
-9.94684,10,30859.175544
-33.918198,10,30984.094339
-28.287469,10,30996.404188
1.804447,3,31000.55317
-16.223957,10,31122.12356
-19.11687,10,31134.605531
-16.822,10,31258.646696
-72.20495,10,31258.696733
-31.372348,10,31258.793801
2.233209,3,31515.284173
-12.138216,10,31635.267421
-18.683995,10,31639.677592
-26.898183,10,31643.900626
-14.074179,10,31755.329726
-20.580231,10,31759.561767
-20.811161,10,31759.610802
-25.436977,10,31886.025674
-23.392246,10,32030.507532
-8.357025,10,32151.254328
-16.597544,10,32155.579435
-20.180421,10,32282.749849
-11.40731,10,32299.835132
-15.116736,10,32419.258975
-15.794159,10,32432.084195
-14.267555,10,32440.562289
-18.255005,10,32548.998236
-44.245982,10,32557.528368
-13.95271,10,32672.589077
-29.4923,10,32685.30922
-9.408827,10,32817.583143
-16.071805,10,32817.632179
-34.872784,10,32826.178377
-57.763561,10,32830.529533
-22.469158,10,32839.038704
-13.478175,10,32957.048294
-72.51745,10,32965.603498
-24.651063,10,32965.702571
-10.90055,10,32969.94965
-12.343434,10,33088.462604
-9.390979,10,33088.559675
-36.90055,10,33092.84178
-11.414373,10,33097.203945
-10.130433,10,33207.382854
-23.17994,10,33220.229171
-19.332466,10,33356.177328
-11.467288,10,33360.461407
-12.589359,10,33364.77951
-13.778769,10,33369.073597
-11.252452,10,33373.464754
-11.823215,10,33499.349242
-40.963566,10,33499.399278
-25.946994,10,33507.987452
-16.186825,10,33625.637022
-13.631744,10,33634.333274
-39.131547,10,33643.010511
-13.236617,10,33754.20244
-26.807002,10,33767.134734
-8.647123,10,33788.895376
-23.213437,10,34052.001163
-18.970692,10,34182.997419
-12.278936,10,34187.570706
-33.67629,10,34196.592192
-17.985494,10,34201.050396
-14.059054,10,34321.161771
-20.020196,10,34339.08764
-17.812267,10,34477.65827
-14.825581,10,34482.220527
-14.59391,10,34486.682735
-21.97529,10,34733.746687
-8.958065,10,34738.215899
-22.640667,10,34873.690487
-12.263714,10,34873.852604
-20.166429,10,35004.120344
-38.423295,10,35008.591576
-13.84111,10,35013.061772
-54.453401,10,35017.541012
-10.649152,10,35026.516464
-11.263237,10,35161.746651
-10.620163,10,35166.282932
-12.849349,10,35293.971814
-16.218855,10,35316.553044
-14.788058,10,35325.571528
-27.905184,10,35444.460152
-9.234807,10,35453.630743
-24.147836,10,35584.552975
-16.283619,10,35598.256826
-18.905665,10,35724.626725
-11.537689,10,35733.564131
2.769214,4,35738.134416
-12.213974,10,35738.186472
-31.856226,10,35869.020631
-12.771411,10,35869.073669
-14.918756,10,35873.613932
0.978562,1,35887.097625
-10.515051,10,36009.172596
-32.72742,10,36027.256616
-12.924948,10,36040.778314
-23.54411,10,36045.275548
-34.050794,10,36172.326876
-14.596673,10,36172.381915
3.812524,6,36181.479456
-18.238243,10,36294.433923
-12.585948,10,36312.588991
-9.043431,10,36450.054937
-11.721548,10,36454.631229
-10.370851,10,36585.141331
-22.025861,10,36598.784147
-12.207217,10,36729.956083
-9.606306,10,36858.569684
-20.944065,10,36863.165022
-9.615804,10,36863.217024
-16.746611,10,37007.482089
-12.555135,10,37007.588164
-37.70646,10,37260.803568
-15.180382,10,37265.389864
-15.736052,10,37270.031201
-19.863272,10,37403.216023
-11.651469,10,37407.877358
-9.286188,10,37412.575735
-17.963391,10,37529.579
-16.453777,10,37538.879686
-83.788937,10,37543.464982
-26.239136,10,37548.114324
-9.825556,10,37673.498453
-10.49083,10,37823.577442
-19.553248,10,37958.493201
-11.845975,10,37963.19758
-28.001817,10,38091.892086
-12.875765,10,38101.415915
-28.600607,10,38110.859703
-22.423875,10,38240.545319
-20.193387,10,38390.499227
-15.34641,10,38404.576346
-18.640281,10,38532.628822
-18.481296,10,38537.362224
-22.975503,10,38672.555609
-11.395366,10,38807.099323
2.139962,3,38821.188468
-22.571773,10,38830.579222
-16.01022,10,38960.964993
-19.597048,10,38975.128173
-13.31567,10,39093.428487
-15.301573,10,39093.483509
-18.454682,10,39093.536548
-15.888408,10,39093.589585
-23.637738,10,39098.321987
-18.192341,10,39098.376026
-15.408785,10,39098.430065
-11.253664,10,39229.937851
-13.970916,10,39253.608867
-11.982447,10,39368.990868
-12.266082,10,39378.513713
-24.629342,10,39516.521324
-16.880463,10,39526.051151
-16.473652,10,39530.91867
-39.709596,10,39540.406508
-65.201634,10,39545.189945
-19.098474,10,39663.661214
-6.783819,10,39673.202051
-24.573849,10,39696.999157
-15.397185,10,39701.757577
-9.218505,10,39832.218565
-27.14013,10,39970.068739
-15.748178,10,39979.73869
-11.484321,10,39984.568162
-10.007511,10,40109.162063
-20.467654,10,40109.215101
-22.67383,10,40118.838018
-14.85856,10,40257.605117
-9.587874,10,40262.380531
-15.749765,10,40267.292068
-42.708605,10,40399.062234
-16.504415,10,40543.01506
-12.118981,10,40543.069104
-22.62724,10,40687.713206
-23.1121,10,40692.569693
-16.975428,10,40697.432192
-11.728121,10,40827.060494
-26.022075,10,40841.654983
-15.832575,10,41144.273978
-17.928503,10,41144.384037
-29.804752,10,41144.438073
-14.725061,10,41270.239726
-16.016068,10,41279.987566
-20.095811,10,41427.628043
-15.514284,10,41588.037088
-47.993187,10,41714.865684
-30.343247,10,41724.709698
-22.553051,10,41857.743513
-37.63161,10,42008.485186
-26.967813,10,42013.481759
-34.487995,10,42023.343848
-21.536698,10,42033.178917
-13.249529,10,42167.069196
-12.881249,10,42167.125238
-34.72843,10,42176.976724
-16.215005,10,42314.895299
-19.41873,10,42325.43183
-48.841746,10,42501.292766
-23.283736,10,42506.435496
-16.034298,10,42657.057245
-16.7137,10,42806.224713
-39.034172,10,42816.861931
-13.759908,10,42962.322443
-13.644913,10,42988.657677
-10.698264,10,43124.627694
-20.434522,10,43135.106745
-13.844826,10,43140.26766
-24.962894,10,43140.322205
-21.434853,10,43285.765248
-18.521848,10,43290.99951
-18.349949,10,43296.212758
-24.659203,10,43301.559602
-24.693867,10,43452.223872
-170.970724,10,43638.123034
-10.935449,10,43643.540928
-13.44855,10,43784.520533
-13.549982,10,43789.814838
-10.310619,10,43795.170688
2.779522,4,43805.710765
-18.070853,10,43935.753846
-32.835466,10,44107.791236
-20.790904,10,44258.560686
-33.072658,10,44432.701517
-16.765082,10,44579.216473
-18.406393,10,44589.881591
-30.91586,10,44589.936631
-36.889364,10,44732.444124
-17.675434,10,44737.951586
-39.577675,10,44743.31744
-16.704566,10,44759.285928
-28.949525,10,44764.598237
-27.738939,10,44902.623216
-66.2635,10,44907.960553
-44.888315,10,44923.98572
-25.109518,10,44934.733207
-10.879114,10,45065.533709
-12.824014,10,45108.440932
-8.964818,10,45262.358116
-10.707498,10,45414.708578
-9.188983,10,45419.931267
-11.803336,10,45430.319603
-19.279963,10,45435.557302
-42.024445,10,45585.241732
-12.708433,10,45595.720132
-38.711526,10,45916.229734
-12.773198,10,46065.881685
-10.740171,10,46256.340591
-16.569955,10,46256.453672
-25.161702,10,46261.777499
-11.880582,10,46404.764282
-8.701986,10,46410.024063
-43.66636,10,46410.081104
-13.280482,10,46556.221153
-10.37441,10,46721.621047
-36.634461,10,46737.564508
-19.167958,10,46897.850726
-9.980088,10,46908.505385
-16.64399,10,46913.801192
-41.802887,10,47046.089284
-17.734709,10,47056.871036
-24.160857,10,47208.728194
-10.862776,10,47208.841275
-16.451326,10,47219.472917
-22.321351,10,47224.783734
-9.701888,10,47356.136155
-13.241643,10,47372.142661
-13.615665,10,47393.574067
-131.303409,10,47522.585803
-33.322669,10,47538.642345
-16.123717,10,47863.074556
-9.089365,10,48023.407808
-64.572861,10,48028.857725
-14.529707,10,48039.676503
-11.666608,10,48045.186463
-16.518338,10,48203.956593
-20.860431,10,48204.014633
-28.731643,10,48209.404508
-60.139372,10,48209.460548
-13.303176,10,48357.710319
-28.451082,10,48513.595373
-8.035755,10,48524.440169
-11.927805,10,48529.903096
-17.165326,10,48530.019179
-12.221161,10,48683.619591
-10.390595,10,48694.529433
-13.127391,10,48699.996365
-19.357381,10,48849.940147
-32.884628,10,49346.904378
-10.453514,10,49357.970334
-31.784565,10,49363.53133
-26.171802,10,49500.85204
-22.096781,10,49500.910082
-11.900613,10,49506.608178
-12.642294,10,49666.111861
-13.313361,10,49677.107766
-12.812238,10,49682.766833
-8.967749,10,49682.879914
3.281265,5,49823.930306
-9.475664,10,49990.523057
-10.664863,10,50023.903052
-10.134322,10,50177.625464
-9.622348,10,50325.36066
-32.776892,10,50347.820822
-16.782353,10,50353.420831
-13.534268,10,50353.479873
-13.031137,10,50527.941298
-10.732766,10,50672.631289
-23.916531,10,50683.801318
-21.691582,10,50689.539443
-17.575127,10,50839.483243
-16.195713,10,50845.339452
-34.200755,10,51023.854757
-10.468226,10,51035.082828
-26.675161,10,51165.849827
-11.841016,10,51171.469868
-22.310902,10,51188.269945
-9.994014,10,51193.911999
-35.63473,10,51349.664958
-17.345458,10,51372.334254
-13.107761,10,51522.017851
-36.809061,10,51527.656921
-10.435941,10,51698.820942
-18.464123,10,51710.308199
-10.846025,10,51715.967267
-15.929603,10,51852.150159
-17.052098,10,51852.389331
-50.255409,10,51852.447372
-22.844731,10,51858.10544
-39.765704,10,51863.915616
-14.419275,10,52008.383482
-31.934824,10,52025.555807
-40.194556,10,52031.333978
-18.031478,10,52352.307686
-16.718539,10,52357.957747
-11.009127,10,52514.253113
-12.064108,10,52537.166568
-12.095704,10,52673.990571
-17.336494,10,52685.624934
-10.384043,10,52840.696404
-39.192165,10,52846.667696
-18.122755,10,53008.811249
-30.306206,10,53020.552689
-22.693975,10,53193.581067
-26.188937,10,53366.578422
-59.815699,10,53383.952912
-14.12497,10,53546.766947
-38.786315,10,53552.561112
-12.402884,10,53569.975631
-10.811768,10,53716.75514
-54.250163,10,53716.876227
-17.546943,10,53722.64037
-11.462561,10,53722.706418
-32.269164,10,53882.822414
-18.479391,10,53882.884442
-19.028797,10,53888.782701
-22.893269,10,54071.704191
-10.850346,10,54089.311828
-15.704699,10,54249.63309
-21.447053,10,54255.468287
-10.947163,10,54411.733594
-29.666441,10,54411.853696
-34.799589,10,54574.454581
-16.407409,10,54586.184009
-20.732999,10,54748.319541
-47.455281,10,54754.385902
-17.151539,10,54760.313162
-9.251158,10,54947.367621
-6.808988,10,54971.391891
-17.137272,10,55121.860052
-10.911076,10,55133.776635
-23.638527,10,55298.379956
-22.686289,10,55465.054766
-48.884414,10,55482.996663
-15.815231,10,55488.963937
-9.640923,10,55500.703375
-28.69834,10,55662.824913
-23.571875,10,55674.753488
-12.327154,10,55674.815531
-29.02387,10,55811.351826
-33.078016,10,55817.603335
-16.439282,10,55823.677686
-9.81246,10,56149.750075
-13.680902,10,56161.62261
-27.111698,10,56320.717971
-20.441247,10,56332.617526
-13.832448,10,56338.836997
-70.70026,10,56833.458544
-10.153119,10,56839.548932
-11.885487,10,56857.623936
-23.218534,10,57019.080975
-11.396142,10,57025.126338
-17.117057,10,57025.314457
-15.195908,10,57031.414841
-35.706302,10,57176.195572
-27.057457,10,57182.206892
-26.923881,10,57206.313205
-6.856763,10,57212.409608
-27.207417,10,57352.935601
-17.363001,10,57358.988953
-32.884043,10,57377.102973
-13.530206,10,57383.102286
-13.305472,10,57383.164331
-18.963242,10,57533.701541
-12.89727,10,57558.097076
-7.072184,10,57558.221183
-13.239301,10,57729.427234
-18.457834,10,57735.578656
-24.294975,10,57902.976002
-12.412239,10,57915.191767
-10.756201,10,58082.596101
-13.057604,10,58088.777566
-25.641186,10,58094.86894
-30.177528,10,58259.540313
-16.718693,10,58272.000249
-17.753808,10,58447.111008
-49.058985,10,58453.466577
-23.340557,10,58617.153239
-10.365403,10,58623.44176
-12.912016,10,58775.806318
-14.567365,10,58956.745364
-10.899664,10,59135.02952
-14.711814,10,59153.883089
-25.607619,10,59172.66057
-36.976263,10,59351.259953
-10.980449,10,59357.5865
-23.5831,10,59532.149982
-11.87036,10,59538.635643
-13.831126,10,59544.971197
-18.962261,10,59696.985487
-10.375953,10,59703.222953
-15.43509,10,59728.636239
-21.22661,10,59882.016493
-18.21288,10,59894.704595
-16.808086,10,59907.332673
-12.227834,10,59913.603199
-10.631493,10,60068.275381
-17.157698,10,60068.398452
-22.657785,10,60068.463518
-9.869639,10,60074.995214
-13.42432,10,60240.013835
-10.312157,10,60246.373401
-14.598596,10,60408.685076
-42.512459,10,60415.042629
-13.538599,10,60434.090321
-50.069432,10,60601.247618
-45.752864,10,60614.179914
-13.267982,10,60645.950752
-28.196134,10,60795.560295
-24.305396,10,60821.356839
-18.377325,10,60979.348427
-22.155327,10,61004.980833
-10.635065,10,61005.043878
-11.911285,10,61193.95067
-47.740766,10,61194.014716
-11.598026,10,61365.420183
-41.861953,10,61511.829298
-16.444803,10,61511.891337
-17.589072,10,61524.377117
-15.884542,10,61710.247845
-14.369862,10,61716.466719
-29.744771,10,61741.617961
-13.845849,10,61741.679989
-14.483544,10,61892.3669
-9.303896,10,61904.95647
-13.611381,10,61923.87032
-18.585319,10,62273.397248
-9.463304,10,62298.498975
-50.392724,10,62467.605989
-20.100948,10,62634.760054
-23.137612,10,62653.757693
-20.435082,10,62666.281812
-49.965656,10,62846.526961
-15.896017,10,62859.119013
-18.013626,10,63030.085062
-12.61089,10,63030.146928
-18.423481,10,63036.4507
-16.700685,10,63036.636838
-11.195971,10,63200.658013
-7.379214,10,63238.764192
-10.204043,10,63412.558757
-18.952335,10,63587.468883
-18.567261,10,63600.299124
-12.922894,10,63763.403251
-33.628175,10,63776.139409
-20.815146,10,63965.518126
-8.212662,10,64185.031324
-13.228786,10,64342.247564
-20.167595,10,64348.78925
-11.348066,10,64355.171853
-12.835521,10,64367.995052
-13.458601,10,64368.059124
-31.502989,10,64531.668772
-33.102226,10,64699.68881
-14.484083,10,64725.890444
-12.908241,10,64871.546143
-39.707445,10,64884.52247
-34.155795,10,64891.119238
-13.363785,10,64897.596655
-17.128651,10,64904.026258
-20.318089,10,65066.854711
-16.103497,10,65073.528525
-12.090344,10,65092.776365
-28.389436,10,65099.226982
-13.545535,10,65105.679642
-16.073754,10,65281.948246
-19.284611,10,65288.430368
-8.873804,10,65307.843296
-27.212775,10,65479.372453
-28.695475,10,65492.397812
-15.706864,10,65492.464863
-12.958556,10,65664.403397
-9.857391,10,65670.846027
-7.680228,10,65690.407988
-9.890042,10,65879.173029
-25.777065,10,65885.708047
-17.406693,10,66047.564603
3.994014,6,66060.463875
-26.512814,10,66067.046652
3.895296,6,66073.503293
3.12486,4,66080.026002
4.642313,7,66238.325819
-17.46974,10,66258.497497
-13.299332,10,66265.018931
-11.862216,10,66271.562642
-21.004315,10,66450.038976
-22.325746,10,66637.293851
-11.182582,10,66643.839555
-22.522777,10,66670.102434
-15.691912,10,66676.707181
-21.016914,10,66827.890586
-11.306734,10,66841.019642
-11.158102,10,67011.563752
-24.259849,10,67038.041786
-28.33401,10,67372.583093
-30.51366,10,67379.165829
-10.436269,10,67392.322261
-14.575583,10,67399.111884
-10.47952,10,67560.843333
-28.605013,10,67730.549544
-14.285415,10,67931.640432
-30.529136,10,67964.938646
-13.06617,10,68114.007733
-12.382683,10,68120.750581
-17.376996,10,68127.696244
-11.813779,10,68458.751004
-23.814229,10,68465.592922
1.656759,2,68472.251047
-12.966683,10,68648.369193
-28.082879,10,68668.596155
-21.953277,10,68845.343169
-14.262728,10,68852.044986
-18.813935,10,68858.804872
-9.288632,10,69033.717333
-44.111908,10,69221.371902
-16.864006,10,69255.441912
-8.419463,10,69423.368755
-26.985768,10,69825.385366
-15.73312,10,69997.190633
-9.829696,10,70004.106443
-11.603474,10,70024.493094
-16.671364,10,70202.633128
-18.551996,10,70384.704418
-17.844465,10,70398.377246
-39.226389,10,70405.324757
-14.447209,10,70580.853266
-19.324071,10,70594.398106
-28.816285,10,70608.09092
-25.495605,10,70608.153967
-12.26292,10,70608.219904
-14.542553,10,70773.866428
-11.76945,10,70773.931475
-30.634646,10,70780.746349
-22.505409,10,70787.709373
-12.692899,10,70787.774845
-19.500946,10,70794.637031
-22.609278,10,70949.468727
-11.854739,10,70949.533774
-15.426314,10,71137.31094
-11.170439,10,71362.394805
-39.524544,10,71376.159019
-7.636854,10,71546.14627
-28.83839,10,71559.954196
-9.04612,10,71566.826134
-28.873026,10,71580.60604
-7.907875,10,71743.224905
-31.744973,10,71750.153885
-12.437427,10,71750.284982
-39.044707,10,71918.377859
-11.194103,10,71925.249799
-10.321134,10,71946.193389
-18.028305,10,71967.128438
-38.2595,10,72131.02926
-24.378128,10,72131.096824
-22.150834,10,72131.162059
-17.748285,10,72152.155149
-36.869472,10,72166.074172
-37.86118,10,72336.932884
-14.943225,10,72336.999949
-21.871177,10,72343.980668
-20.762928,10,72350.900642
-23.616784,10,72350.964688
-28.824818,10,72357.883662
-28.673918,10,72526.708822
-21.834351,10,72533.70385
-13.699977,10,72533.767895
-35.33938,10,72533.837959
-15.49707,10,72540.772963
-12.424202,10,72721.269784
-43.898557,10,72728.234791
-24.992232,10,72742.044718
-28.48107,10,72755.947712
-20.500442,10,72923.740437
-72.554418,10,72923.806714
-12.617565,10,72930.731994
-45.121329,10,72937.897877
-12.630708,10,73099.182908
-16.46581,10,73120.146976
-14.351528,10,73134.132059
-15.538524,10,73134.198562
4.097002,9,73523.523059
-12.514131,10,73704.463674
-35.598442,10,73718.39769
-15.681416,10,73725.504799
-18.327487,10,73725.572677
-18.518259,10,73732.55167
-44.164227,10,73928.348743
-29.521,10,73942.478959
-20.863135,10,73949.523006
-12.595386,10,73956.707195
-74.395073,10,74119.275057
-35.412935,10,74126.570301
-24.539312,10,74126.63935
-24.576479,10,74133.922585
-14.78021,10,74148.054017
-11.475965,10,74304.264882
-24.609684,10,74701.235302
-26.494193,10,74701.430263
-10.629721,10,74715.543462
-13.794759,10,74902.079198
-8.507,10,74902.148248
-27.002859,10,74902.215296
3.670531,5,74937.36381
-17.352454,10,75100.171203
-32.865819,10,75114.280807
-14.804492,10,75142.618177
-10.69463,10,75320.56816
-8.774835,10,75327.742298
-22.964024,10,75334.813381
-35.48253,10,75341.834427
1.893156,5,75501.605499
-28.254864,10,75501.673548
-11.619346,10,75508.941642
-32.288954,10,75516.270754
-25.142225,10,75892.768006
-15.14091,10,75899.872112
-14.812434,10,75906.99123
-7.877781,10,76293.964741
-11.663341,10,76517.527399
-13.129018,10,76680.516366
-11.858531,10,76680.583412
-24.999436,10,76921.911064
-21.570522,10,77097.521839
-12.764344,10,77148.201024
-13.145559,10,77155.448233
-18.37384,10,77328.602529
-14.912431,10,77335.956172
-19.552598,10,77518.286056
-19.626076,10,77539.959301
-10.286848,10,77728.188094
-71.991172,10,77728.327558
0.950922,1,77728.384599
-13.872592,10,77901.091829
-10.953326,10,77908.318205
-12.239511,10,77915.499593
-11.145945,10,77930.310551
-14.721926,10,77930.378561
-17.785156,10,78120.614877
-9.5438,10,78127.928633
2.375818,4,78291.335267
-21.584066,10,78313.528123
-35.246865,10,78484.739278
-10.180414,10,78506.914551
-16.115993,10,78521.53057
-6.200024,10,78682.273941
-35.473422,10,78689.602977
-14.455459,10,78689.670022
-12.217185,10,78711.699782
-18.336282,10,78718.985789
-13.91664,10,78898.06193
-30.376934,10,78912.683255
-21.007828,10,78941.918902
-12.267314,10,79120.303392
-24.551756,10,79317.259556
-12.146184,10,79346.793637
-16.285509,10,79562.77679
-22.812413,10,79798.457767
-17.47754,10,79968.890237
-14.42914,10,79983.69747
-10.487502,10,80181.004033
-20.747821,10,80195.840621
-21.374736,10,80195.910697
-20.368241,10,80195.982704
-25.105883,10,80203.372036
-12.362259,10,80371.408668
-23.032676,10,80371.480531
-24.815389,10,80386.478821
-10.050728,10,80579.199807
-13.283458,10,80579.340892
-14.211712,10,80586.752218
-12.962787,10,80609.139163
-12.263987,10,80784.756097
-12.286173,10,80792.141406
-11.475347,10,80814.43241
-11.792584,10,81012.04022
-19.600898,10,81224.856672
-12.013231,10,81240.418375
-16.62981,10,81248.021838
-9.635544,10,81263.198756
-9.026658,10,81263.273784
-12.829916,10,81456.8232
-13.296672,10,81472.15824
-13.313516,10,81480.061363
-34.382584,10,81691.738398
-6.369916,10,81691.88611
-18.385954,10,81873.341378
-17.478714,10,81881.206049
-22.684767,10,81888.901562
-13.732499,10,81888.976617
-16.826165,10,82088.032696
-42.595879,10,82095.819248
-19.91991,10,82111.446517
-18.062233,10,82119.228285
-16.074132,10,82521.548048
-30.004407,10,82529.352661
-10.918626,10,82552.861934
-16.954305,10,82560.66054
-12.216149,10,82560.732881
-16.139552,10,82760.98113
-37.221834,10,82768.769846
-10.277267,10,82776.609001
-15.371237,10,83003.456455
-26.749075,10,83011.262045
-10.621965,10,83195.753975
-94.948416,10,83195.830881
-11.490268,10,83226.949096
-13.454868,10,83412.547631
-15.892337,10,83420.281173
-36.728981,10,83420.35818
-8.553347,10,83642.941419
-17.340295,10,83658.586866
-14.147434,10,83666.416558
-47.208795,10,83861.073416
-11.782966,10,83900.351652
-29.447534,10,83900.425121
3.526274,5,84096.569114
-13.214164,10,84104.403746
-10.176014,10,84112.271402
-22.280687,10,84128.027507
-25.652929,10,84334.702412
-10.211444,10,84558.76995
-16.596011,10,84582.382252
-13.451421,10,84760.165842
-36.718161,10,84798.719767
-21.554527,10,84806.535973
-14.694606,10,85000.858468
-12.143084,10,85031.681663
-21.97257,10,85206.910229
-27.936559,10,85238.093638
-20.204184,10,85416.903625
-10.934649,10,85463.05602
-9.402311,10,85657.849832
-14.127752,10,85665.680986
-10.789285,10,85688.7876
-10.952546,10,85880.705946
-10.870365,10,85904.264289
-126.399759,10,86349.099985
-11.029567,10,86540.286049
-12.795833,10,86540.422567
-35.022548,10,86553.132703
-9.571585,10,86584.844499
-16.015259,10,87657.335435
-11.226415,10,88207.567611
-16.88524,10,88223.301116
