#{"t_start": 1530088248.4430509, "gym_version": "0.9.7", "env_id": 1}
r,l,t
-12.461732,10,88413.836233
-8.918677,10,88445.351661
-20.413461,10,88637.474589
-18.244259,10,88653.189886
-60.253934,10,88661.00554
-29.737559,10,88668.932972
-12.208364,10,88676.695081
-13.008195,10,88684.490702
-14.044647,10,88861.782405
-12.141734,10,88861.921475
-15.566003,10,88869.944072
-23.917322,10,88877.779704
-39.585817,10,88885.663371
-9.791937,10,88893.528709
-15.848843,10,89097.023464
-10.69108,10,89097.091511
-15.853544,10,89104.944159
-27.078489,10,89120.870587
-18.912514,10,89330.747559
-19.234695,10,89346.784086
-23.951716,10,89362.58776
-30.987285,10,89578.750835
-13.62806,10,89578.81869
-11.310484,10,89586.70264
-15.612019,10,89594.659361
-14.686522,10,89779.828658
-13.198982,10,89787.778954
-11.188725,10,89811.487997
-38.395112,10,90004.327322
-14.904931,10,90028.139336
-15.057685,10,90216.491933
-24.121437,10,90224.394614
-16.202863,10,90232.300296
-24.84194,10,90240.295032
-45.732784,10,90248.282729
-10.789762,10,90248.422325
-17.666353,10,90458.780436
-17.910146,10,90466.752146
-18.585071,10,90637.722508
-9.16528,10,90653.578203
-14.830927,10,90661.639685
-25.232909,10,90852.717256
-13.322897,10,91122.628131
-20.408705,10,91138.99677
-15.340513,10,91322.35446
-37.490262,10,91330.464288
-9.589823,10,91338.461037
-12.379196,10,91362.698822
-10.978337,10,91558.816814
-19.366131,10,91566.99169
-9.711029,10,91567.064743
-9.731496,10,91583.16359
-13.984599,10,91583.237325
-26.139835,10,91591.210072
-6.818205,10,91599.180786
-12.745471,10,91803.416177
-10.139744,10,91803.489224
-32.716279,10,92011.790534
-20.563138,10,92027.778045
-12.388141,10,92240.847297
-12.681396,10,92248.967398
-20.643496,10,92257.13627
-117.516351,10,92265.327542
-11.699762,10,92491.121193
-13.032894,10,92499.26905
-19.356896,10,92684.215885
-8.443539,10,92692.200607
-21.667422,10,92724.533241
-12.094699,10,92724.752919
-16.322506,10,92959.221786
-37.407966,10,93151.079802
-10.928039,10,93372.636602
-24.575073,10,93372.793016
-24.387155,10,93380.908849
-11.125128,10,93612.059165
-70.874958,10,93628.476971
-18.50207,10,93838.675824
-19.24015,10,93854.911478
2.18117,3,93854.976318
-11.715725,10,94097.766933
-15.340404,10,94106.198994
-10.844433,10,94296.655941
-10.160006,10,94740.444602
-11.175151,10,94748.622325
-11.454853,10,94756.94415
-10.883486,10,94773.276366
-11.423348,10,94781.45318
-30.35049,10,94977.767156
-21.627079,10,95239.516331
-23.40263,10,95451.637217
-16.34789,10,95484.597461
-9.213931,10,95492.923425
-17.310592,10,95685.471601
-27.532098,10,95719.057386
-17.87042,10,95719.136443
-22.685861,10,95915.749729
5.315185,9,95940.570547
-10.892484,10,95949.004636
-9.085658,10,96153.639237
-30.682424,10,96372.055455
-31.288619,10,96380.509721
-12.360925,10,96388.835045
-24.411675,10,96397.153033
-7.544177,10,96405.627299
-21.973607,10,96621.899724
-75.882993,10,96871.031821
-61.265814,10,97079.21012
-48.279121,10,97087.584878
-31.944373,10,97095.888883
-14.199747,10,97112.447056
-25.407032,10,97120.780046
-14.8183,10,97129.039986
-33.387651,10,97315.299553
-9.54106,10,97323.775647
-9.148997,10,97323.925898
-9.896866,10,97332.301919
-13.258069,10,97340.613676
-19.93591,10,97340.688273
-13.351233,10,97340.761269
-94.086275,10,97781.120749
-238.531914,10,97807.129109
-26.061754,10,98034.037703
-74.244278,10,98275.059815
-22.385539,10,98283.717041
-17.724301,10,98292.456303
-22.231461,10,98501.578267
-13.376588,10,98510.216517
1.934676,3,98733.537023
-20.455549,10,98965.658211
-11.645734,10,98965.875906
-17.364044,10,99212.13892
-9.470909,10,99446.818591
-18.607877,10,99455.292681
-34.348178,10,99463.840632
-12.688564,10,99661.03492
-12.172446,10,99942.258084
-9.328316,10,100364.785625
-43.99654,10,100373.45986
-30.066402,10,100399.656365
-18.954249,10,100617.011954
-9.295018,10,100617.086007
-13.774983,10,100617.159607
-39.048523,10,100812.506234
5.247405,9,100864.4576
-17.123825,10,101059.908505
1.764008,3,101309.503755
-8.765633,10,101318.220022
-19.048285,10,101318.368231
-9.932566,10,101327.089499
-18.647598,10,101529.800729
-15.185036,10,101573.049275
-10.037243,10,101872.220572
-10.817862,10,101880.866787
-9.776031,10,102488.930723
-12.954312,10,103195.632512
-14.782497,10,103204.250707
-27.585937,10,103518.907273
-11.831664,10,103545.395314
-20.350204,10,103545.468348
-13.431051,10,103562.806831
-12.934225,10,103810.07557
-24.718986,10,103810.417816
-14.78175,10,103838.682968
-13.510513,10,103886.86168
-13.656788,10,103930.031718
-15.104161,10,103965.774405
-12.76995,10,104376.375244
-41.10601,10,104402.441849
-14.599636,10,104619.049179
-19.510558,10,104628.463963
-8.326415,10,104637.443402
-11.368657,10,104646.358826
-11.978881,10,104663.894415
-9.046095,10,104880.801396
-7.735266,10,104898.638216
-11.506171,10,104916.521072
-11.690416,10,104934.419939
-14.153278,10,105133.171802
-25.040582,10,105159.567103
-37.346887,10,105365.78559
-60.361328,10,105383.280989
-10.373573,10,105623.57633
-15.578307,10,105659.02397
-11.461144,10,105855.106405
-14.665651,10,105864.143902
-14.592431,10,105882.19777
-11.796732,10,105900.1867
-12.097888,10,105909.14516
-16.84188,10,106123.041687
-23.349554,10,106141.120681
-11.868329,10,106186.142943
-24.347977,10,106195.194464
-23.585958,10,106426.408466
-166.260203,10,106435.519033
-25.837798,10,106444.600543
-21.577805,10,106453.746854
-18.576583,10,106654.120973
-12.609624,10,106672.220984
-11.709659,10,106672.301042
-27.670433,10,106690.566592
-9.528041,10,106690.646649
-31.993403,10,106888.010437
-12.566981,10,106906.160886
-40.567471,10,106915.333462
-7.994799,10,106933.458711
-8.794739,10,106933.537768
-28.799164,10,107166.379875
-15.024148,10,107175.237454
-10.692358,10,107397.090765
-19.54705,10,107414.864809
-15.282266,10,107423.809237
-17.665081,10,107432.78153
-19.302049,10,107432.936625
-12.748888,10,107641.56458
0.915529,1,107668.301878
0.967031,1,107903.266359
-15.104371,10,107921.238296
-25.200456,10,108138.76408
-13.290033,10,108444.796942
-29.260817,10,108640.728925
-22.302381,10,108658.769451
-13.055877,10,108676.640306
-22.59757,10,108685.658614
-16.20383,10,109161.246558
-15.023592,10,109170.330265
-21.137999,10,109170.484047
-13.293596,10,109170.560814
-10.187526,10,109188.564008
-21.727449,10,109197.523171
-65.905173,10,109206.726786
-11.609692,10,109413.71812
-30.308048,10,109431.980046
-13.494615,10,109441.029804
2.105383,4,109718.294065
-15.814023,10,109827.393489
-13.437517,10,109853.556315
-10.118073,10,109862.603817
-20.387163,10,110579.194922
-10.192925,10,110653.129543
-16.738599,10,110918.872701
-10.404931,10,110946.510396
-10.187324,10,110946.58644
-9.965196,10,111210.638216
-25.964412,10,111432.482283
-28.387343,10,111450.766892
-23.001458,10,111459.800949
-11.299014,10,111478.230869
-10.672871,10,111697.372079
-17.610582,10,111716.730021
-17.445415,10,111734.974021
-12.710912,10,111987.49048
-10.400751,10,112006.926433
-31.369959,10,112250.506373
-9.402962,10,112259.74099
-10.313732,10,112269.039547
-20.461276,10,112506.849131
-35.591066,10,112506.93119
-15.09888,10,112507.010247
-82.793436,10,112535.133831
-12.449055,10,112544.343576
-12.1652,10,112752.038857
-15.43605,10,112752.11693
-23.928067,10,112771.312727
-9.288291,10,113019.065097
-16.413947,10,113037.587286
-15.31552,10,113630.49722
-16.594872,10,113685.781858
-43.993514,10,113748.579553
-26.436934,10,114025.327652
-85.155714,10,114025.405933
-14.648769,10,114025.483452
-35.125635,10,114034.644089
-26.728721,10,114043.869804
-22.091502,10,114043.945974
-17.083376,10,114341.997592
-15.931007,10,114370.013667
-19.814857,10,114379.233294
-9.17643,10,114379.309806
-16.853521,10,114870.464551
-6.808652,10,115363.304604
-23.311452,10,115363.383662
-49.026386,10,115372.951538
-20.094171,10,115373.029594
-15.707697,10,115817.733231
-12.935868,10,115827.266324
-12.395703,10,115846.227954
-15.114711,10,116541.966762
-32.278645,10,116542.046819
-39.783755,10,116551.482603
-13.817641,10,116570.162358
-15.024829,10,116807.838417
1.810317,3,116845.256982
-42.538425,10,117066.451014
-15.145098,10,117075.826728
-44.051346,10,117552.623651
-18.104012,10,117580.841823
-19.717479,10,117773.569779
-18.450356,10,117782.775605
-13.363203,10,117810.843124
2.477082,4,118038.611428
-88.232056,10,118047.989168
-28.485535,10,118270.208306
-25.172711,10,118279.995291
-9.939686,10,118289.568724
-16.442805,10,118530.177393
-13.555595,10,118530.332505
-60.223478,10,118539.888985
-36.217848,10,118787.521637
-15.741461,10,118797.052488
-10.499866,10,118988.671298
-20.270887,10,119017.022786
-22.764601,10,119276.647674
-54.649478,10,119285.968554
-18.14707,10,119295.448064
-15.132839,10,119522.764967
-19.11904,10,119522.843024
-14.930077,10,119532.276608
-9.856963,10,119532.353663
-60.902078,10,119532.50833
-13.76612,10,119551.455929
-19.331373,10,119770.595323
-32.152754,10,119780.104571
-11.835021,10,119808.286083
-11.393857,10,119817.664824
-25.050457,10,120047.535004
-14.123048,10,120075.826337
-13.500791,10,120286.934077
-14.925685,10,120287.01339
-14.835524,10,120306.015159
-31.547801,10,120315.590727
-21.399083,10,120539.051784
-44.276453,10,120548.528597
-20.164059,10,120567.468211
-25.446711,10,120806.465829
-31.289862,10,120826.108435
-35.64993,10,121067.273519
-15.883279,10,121310.958521
-14.473392,10,121311.120638
-15.882764,10,121311.201481
-11.47297,10,121321.355641
-11.399818,10,121526.948206
-9.618138,10,121555.446711
-24.320576,10,121564.955587
-44.909477,10,121574.419556
-21.937974,10,121584.04524
-12.059817,10,121815.598152
-32.216817,10,121815.75787
-21.459279,10,121825.221065
-20.991551,10,121834.562798
-22.619841,10,121844.010572
-9.207423,10,122078.532999
-50.329109,10,122333.105219
-10.055217,10,122565.808439
-15.22041,10,122565.890498
-14.777085,10,122575.694547
-10.090204,10,122585.216392
-14.107065,10,122585.29645
-17.923006,10,122818.560797
-18.976368,10,123025.445379
-18.730377,10,123063.842566
-16.848816,10,123073.331402
-30.508209,10,123326.372088
-14.698526,10,123326.452153
-19.032293,10,123532.493926
-10.982916,10,123532.733826
-17.571075,10,123542.422555
-42.677162,10,123771.092301
-11.356938,10,123780.721411
-10.862155,10,123800.041494
-11.232164,10,123800.123554
-23.656055,10,123809.853419
-20.893378,10,124064.168763
-11.814776,10,124293.544266
-15.095414,10,124303.259249
-24.338314,10,124313.355862
-16.498264,10,124313.438575
-11.767861,10,124538.619112
-24.27337,10,124548.185988
-28.137416,10,124577.078552
-14.235018,10,124813.920639
-27.459179,10,124823.756709
-22.823188,10,124823.841033
5.132298,7,125057.338696
-41.862573,10,125077.366391
-13.250305,10,125376.196707
-6.945813,10,125587.516091
-25.518943,10,125616.899284
-11.74222,10,125616.980342
-30.173067,10,125859.084848
-12.567656,10,125898.276089
-17.655207,10,126149.453933
-78.319709,10,126159.13089
-13.365449,10,126169.10411
-14.296048,10,126398.383493
-13.530235,10,126447.205391
-13.411252,10,126447.287454
-18.398559,10,126702.745903
-12.010404,10,126722.801811
-13.026462,10,126962.185522
-14.09322,10,126972.261311
-26.984707,10,126982.059355
-18.224923,10,126982.222213
-20.813035,10,127212.731322
-13.614127,10,127222.525594
-9.743952,10,127232.279857
-69.512929,10,127271.333179
-11.164915,10,127281.109455
-19.473818,10,127506.499492
-33.148158,10,127829.365446
-27.349315,10,127829.447504
-13.305682,10,128062.790026
-18.707662,10,128313.763865
-11.154072,10,128569.066134
-15.942861,10,128569.14918
-12.479889,10,128833.917813
-13.456606,10,128853.667954
-73.005682,10,128883.205206
-17.149668,10,128912.884521
-9.178535,10,129392.37665
-27.863952,10,129392.459929
-14.975109,10,129432.060398
-30.888257,10,129650.450688
-12.181148,10,129670.381033
-16.800897,10,129928.329608
-12.106762,10,129958.076932
-11.583472,10,130226.549794
-24.12644,10,130236.495243
-15.339826,10,130246.41037
-75.608445,10,130246.492413
-9.381012,10,130495.773854
-30.048469,10,130505.804065
-17.665757,10,130726.522506
-8.896013,10,130746.481852
-11.661955,10,130766.398169
-10.445168,10,130786.550517
-12.819849,10,131042.340096
3.133716,7,131042.497209
-10.828523,10,131042.578267
-87.073258,10,131042.659636
-10.976867,10,131286.356777
-16.929323,10,131317.309177
-12.512704,10,131327.578542
-18.472568,10,131548.115921
-21.73595,10,131558.557425
-12.770522,10,131558.639485
-11.994389,10,131579.429249
-11.826467,10,131590.043255
-111.44767,10,131807.959949
-9.66665,10,131828.415256
-5.964515,10,131838.664622
-9.344844,10,131848.855581
-11.463298,10,132078.678754
-16.166077,10,132088.986163
-10.894474,10,132331.871766
-12.899322,10,132352.300451
-23.212259,10,132372.938286
-29.830742,10,132373.019344
-18.704861,10,132393.600139
-14.860318,10,132626.791763
-7.580282,10,132688.358018
-32.839564,10,132950.211246
-14.554952,10,132970.849082
-15.277524,10,133189.741426
-19.452829,10,133230.892007
-20.176908,10,133506.153872
-15.227857,10,133516.477294
-10.368614,10,133761.993777
-9.938048,10,133772.352223
-10.615269,10,133793.017078
-14.648235,10,133803.336496
-12.179113,10,133813.601875
-11.783643,10,133823.9313
-14.156227,10,134061.497069
-18.985425,10,134071.714413
-35.296796,10,134330.996793
4.083543,6,134637.642219
-11.665644,10,134658.277051
-11.810771,10,134889.414198
-10.521123,10,134899.982796
-19.087367,10,135178.97034
-25.303064,10,135189.359809
-13.50953,10,135199.60117
-12.387286,10,135209.913583
-20.24351,10,135210.074718
-10.836525,10,135220.379105
-33.911055,10,135450.752705
-19.81066,10,135461.198213
-40.713621,10,135482.096235
-73.793058,10,135738.429494
-9.438978,10,135738.510553
-18.100363,10,135759.449605
-14.890452,10,135759.531663
-50.322556,10,136025.534874
-19.483116,10,136046.36785
-25.794539,10,136046.529965
-34.072303,10,136046.611024
-14.837986,10,136269.628335
-12.697463,10,136290.519352
-26.493109,10,136290.68347
-17.298692,10,136290.765529
-26.074639,10,136301.092952
-14.199537,10,136301.175012
-12.181991,10,136532.343845
-11.536818,10,136543.010512
-44.58918,10,136553.339938
-12.394464,10,136564.020614
-13.926695,10,136799.861143
-58.789371,10,136799.943203
-102.160632,10,137054.320135
-26.372984,10,137064.709602
-23.929022,10,137314.898445
-14.605568,10,137346.54019
-28.78547,10,137588.120845
-10.24979,10,137899.413611
-11.676401,10,137909.890141
-17.780824,10,137931.086378
-14.95809,10,138154.759426
-18.022937,10,138165.321018
-37.694647,10,138175.795548
-38.283785,10,138197.287997
-24.945804,10,138416.561626
-25.53131,10,138448.070266
-11.444749,10,138469.104386
-21.135373,10,138479.59893
-10.834147,10,138733.09515
-17.364467,10,138765.121172
-35.594859,10,139023.022558
-17.845689,10,139044.260825
-19.570337,10,139065.630186
-18.139018,10,139336.113616
-22.058066,10,139346.923388
-19.673036,10,139357.61207
-11.266729,10,139357.694129
-19.517931,10,139888.200472
-18.178541,10,139920.765881
-10.913144,10,139952.617777
-10.397361,10,139963.177367
-16.124597,10,140188.529357
-10.823538,10,140220.852593
-11.822663,10,140487.629359
-20.72671,10,140519.777045
-21.5394,10,140530.282595
-32.688855,10,140754.672909
-17.8316,10,140765.471677
-9.204809,10,140786.885048
-18.197375,10,140797.689831
-17.958641,10,140829.872949
-11.135101,10,141081.439783
-11.468982,10,141113.65494
-18.617715,10,141124.439693
-26.823398,10,141145.93014
-12.586038,10,141386.179619
-9.276364,10,141397.014406
-13.865842,10,141418.600923
-11.889109,10,141656.458902
-21.975678,10,141677.965361
-24.795265,10,141678.134483
-15.875671,10,141688.963267
-10.648564,10,141943.43719
-25.679074,10,142167.393177
-9.48722,10,142210.48415
-10.120167,10,142210.65027
-9.919349,10,142435.951223
-14.889349,10,142739.863445
-14.965624,10,142739.946504
1.808854,3,142750.833331
-16.661105,10,142987.892735
-149.41351,10,142998.609438
-12.849339,10,143041.815495
-30.68499,10,143272.344207
-18.33972,10,143533.03333
-12.263526,10,143576.591514
-11.149837,10,143587.350734
-19.783082,10,143876.75537
-16.78114,10,143876.839427
-9.592597,10,143887.625629
-13.816775,10,144124.989573
-53.742644,10,144135.795134
-17.981678,10,144146.668744
-20.431755,10,144157.503326
-11.84287,10,144434.046316
-8.897744,10,144444.843007
-20.80332,10,144455.83884
-17.692136,10,144466.633531
-12.641608,10,144708.451797
-27.894895,10,144741.267174
-36.68051,10,144752.1119
-22.842845,10,144773.830371
-12.846806,10,145013.609824
-11.895946,10,145013.693884
-46.37207,10,145282.089815
-8.238161,10,145293.084718
-13.618001,10,145293.167778
-10.887156,10,145548.701532
-19.020139,10,145548.786591
-23.794579,10,145581.656219
-17.603734,10,145858.6323
-39.449489,10,145880.588083
-21.643913,10,145891.583002
-15.975082,10,146175.429022
-11.445482,10,146434.967586
-22.510929,10,146446.007521
-17.172682,10,146467.931281
-17.522078,10,146479.148345
-10.051881,10,146709.366849
-14.659757,10,146753.753738
-158.588259,10,147011.953993
-11.82071,10,147034.333081
-12.266567,10,147045.446068
-11.829937,10,147067.686056
-12.546695,10,147090.111175
-14.142043,10,147346.075169
-9.854247,10,147357.098093
-10.751934,10,147674.155969
-14.971649,10,147696.340899
-26.607699,10,147944.436338
-12.534178,10,147955.277131
-20.446319,10,147966.115922
-19.32348,10,148249.064076
-11.817953,10,148249.149286
-17.793658,10,148281.988441
-9.730662,10,148524.336648
-22.347062,10,148535.285518
-12.849556,10,148546.280422
-6.032472,10,148557.202637
-16.779799,10,148557.371758
-13.216716,10,148796.147123
-11.962763,10,148839.834108
-16.956115,10,149084.384842
-9.436377,10,149117.152777
-18.669277,10,149138.922425
-12.402844,10,149394.352589
-16.450593,10,149394.52191
-11.124767,10,149651.806186
-31.074292,10,149651.889888
-24.716624,10,149695.486227
-53.026372,10,149996.646501
-15.677578,10,149996.730577
2.58782,8,150007.742816
-12.206314,10,150244.421819
-40.405768,10,150266.136728
-14.021181,10,150559.774222
-11.54429,10,150559.859303
-9.821941,10,150803.9637
-39.849143,10,150837.134239
-40.367242,10,151099.587601
-8.989965,10,151099.757312
-12.985856,10,151369.42018
-20.426639,10,151391.388594
-27.768512,10,151402.352474
-12.554696,10,151413.256329
-9.711489,10,151413.340143
-50.269295,10,151424.413103
-14.798528,10,151695.528152
-13.603718,10,151706.561333
-18.023313,10,151706.648447
-43.532386,10,151728.510162
-11.046217,10,152001.266493
-14.320477,10,152012.308448
-10.613726,10,152012.480053
-21.54981,10,152023.502977
-32.357098,10,152279.354543
-14.518161,10,152279.440614
-8.117555,10,152301.451411
-37.056572,10,152301.705738
-10.273902,10,152301.79076
-25.109543,10,152312.878731
-18.044035,10,152555.364275
-13.451895,10,152566.547715
-17.505604,10,152577.631683
-14.480443,10,152871.571959
-36.503808,10,152893.556782
-12.923095,10,153156.012727
-12.613289,10,153167.213237
-14.039302,10,153178.230177
-15.99804,10,153442.897898
-57.005425,10,153465.218926
-27.064906,10,153476.294791
-61.162061,10,153769.687088
-12.126327,10,154073.565932
-13.148304,10,154333.205242
-18.765768,10,154647.102035
-12.961138,10,154658.595461
-20.303727,10,154680.858464
-10.774443,10,154936.424621
-11.676249,10,154947.521597
-12.715997,10,154992.101908
-11.874015,10,155222.850438
-61.549853,10,155234.863093
-12.847781,10,155557.018527
-19.066566,10,155798.821878
-20.091239,10,155821.296398
-21.726984,10,155821.384461
-17.438072,10,155854.835507
-8.84176,10,156157.084991
-16.971786,10,156433.425554
-19.294273,10,156455.888852
-25.900103,10,156744.722346
-15.467296,10,157039.378904
-9.900475,10,157050.68403
-9.393379,10,157073.226129
-11.576994,10,157321.038104
-16.752765,10,157343.597375
-33.637995,10,157366.893838
-26.060416,10,157611.329908
-33.600052,10,157949.17778
-12.802392,10,157960.492374
-47.545922,10,157960.582436
-30.053509,10,158239.901042
-15.547188,10,158565.540327
-16.277894,10,158831.386644
7.329409,10,158854.17648
-18.074691,10,158888.270826
-27.679303,10,159122.300737
-18.55289,10,159133.514797
-16.359429,10,159144.839961
-12.330142,10,159405.55189
-65.378328,10,159718.418801
-14.059087,10,159729.95109
-16.583637,10,159730.041125
-22.599076,10,159964.400424
-27.056547,10,159975.819317
1.942993,3,159975.99042
6.52207,10,159998.766382
-12.573185,10,160237.08763
-27.424016,10,160259.904005
-10.597934,10,160259.993952
-21.505337,10,160517.676228
-33.911073,10,160528.966201
-26.924645,10,160540.257175
-27.600259,10,160821.475474
-26.909543,10,160867.73843
-54.91069,10,161166.090697
-22.093342,10,161440.58409
-10.998603,10,161452.060338
-34.344946,10,161452.152211
-11.725707,10,161452.240718
-22.257421,10,161745.419549
-17.192741,10,161756.943853
-31.907119,10,161780.072078
-17.131628,10,161791.73246
-12.764804,10,162029.816983
-26.157694,10,162678.295152
-83.586626,10,162678.389219
-11.904476,10,162701.473814
-14.788345,10,162963.761764
-17.072519,10,162963.853005
-37.707791,10,162975.418165
-16.250627,10,163010.249226
-17.664632,10,163245.13758
-9.823986,10,163245.31847
-12.455965,10,163268.672295
-15.075623,10,163537.900574
-12.457857,10,163819.438894
-12.909609,10,163831.085265
-25.178684,10,163831.176443
-21.930101,10,163831.267215
-20.936723,10,163831.448345
-22.852399,10,164411.599237
-13.65295,10,164411.689342
-9.267527,10,164434.79595
-26.7742,10,164713.811265
-11.711457,10,164725.561197
-9.981699,10,164977.575466
-9.933805,10,164989.21328
-19.580878,10,164989.303548
-46.142934,10,165000.938193
-12.050152,10,165035.888478
-39.092831,10,165293.148502
-19.532116,10,165327.809417
-15.223189,10,165596.087699
-14.020768,10,165619.299413
-29.314077,10,165631.105154
-13.65591,10,165677.726663
-12.922295,10,165931.767658
-46.225499,10,166276.525952
-15.580189,10,166311.577165
-26.218376,10,166323.366872
-14.535126,10,166589.154958
-99.122057,10,166589.248025
-10.416391,10,166601.047507
-33.794554,10,166624.37328
-7.915603,10,166636.19377
-13.914429,10,167200.063266
-11.023025,10,167258.801008
-8.850238,10,167518.885168
-11.672697,10,167530.730701
-16.866163,10,167554.398604
-18.301694,10,167861.935468
-10.4031,10,168417.200347
-14.180753,10,168429.500063
-23.66598,10,168441.276529
-23.179579,10,168733.563625
-71.023432,10,168745.459175
-14.083653,10,168745.550507
-9.564719,10,168987.428809
-20.890692,10,168987.522935
-17.696963,10,168987.614021
-103.234818,10,168987.705805
-40.620645,10,169011.588974
-26.695061,10,169326.074049
-18.395796,10,169326.165454
-15.318048,10,169576.946763
-9.875957,10,169588.763678
-33.07449,10,169588.946982
-16.372563,10,169648.217588
-11.194451,10,169913.787551
-14.590832,10,169961.155681
-19.541707,10,170240.028045
-16.01312,10,170263.837161
-25.767838,10,170264.016289
1.859758,3,170524.158211
-15.542286,10,170547.956015
-15.150328,10,170816.812293
-107.741955,10,170816.906172
-14.606485,10,170887.916938
-17.844407,10,170888.011006
-16.149317,10,170899.819236
-35.228505,10,171164.440414
-9.690886,10,171176.362985
-45.323286,10,171188.294561
-9.982964,10,171224.050781
-8.22854,10,171502.925322
-16.661578,10,171515.169502
-15.916931,10,171833.475135
-9.852203,10,172089.102117
-22.719034,10,172101.084951
-11.597392,10,172394.844616
-31.336708,10,172406.807471
-23.533127,10,172454.65446
-15.34467,10,172804.32488
-25.647708,10,173097.794523
-21.838084,10,173369.138741
-16.926109,10,173381.188363
