EpRewMean,EpLenMean,KL,TotalRewardMean,EpRewSEM,EVAfter,EVBefore
-20108.68329611005,110.0,nan,-96733054.36619252,5584.177386432132,nan,nan
-17228.128524972122,110.0,nan,-96750282.4947175,5257.312442993814,nan,nan
-12686.000703774942,110.0,nan,-96762968.49542128,2249.0019637805503,nan,nan
-14772.323734973825,110.0,nan,-96777740.81915624,3538.8841283298934,nan,nan
-13595.957893920362,110.0,nan,-96791336.77705017,2625.777855136812,nan,nan
-18854.646110923815,110.0,nan,-96810191.42316109,7132.030254838291,nan,nan
-18071.682051564014,110.0,nan,-96828263.10521266,3511.2383757612956,nan,nan
-11866.61490048271,110.0,nan,-96840129.72011314,2635.5088127910426,nan,nan
-12980.378110826254,110.0,nan,-96853110.09822397,1895.7293807070896,nan,nan
-14700.688985579338,102.08,nan,-96867810.78720956,3648.896981505843,nan,nan
-13231.11139763946,110.0,nan,-96881041.8986072,2516.2387341522644,nan,nan
-12844.15920856672,105.875,nan,-96893886.05781576,2203.15134610826,nan,nan
-18951.16265314767,105.875,nan,-96912837.22046891,4085.3392251341647,nan,nan
-19044.560987670142,110.0,nan,-96931881.78145657,3723.676782117456,nan,nan
-12129.896172099927,110.0,nan,-96944011.67762868,1654.5131652269115,nan,nan
-10274.985858980406,110.0,nan,-96954286.66348766,1476.7028579771072,nan,nan
-16150.171206632527,105.875,nan,-96970436.8346943,2601.976694801,nan,nan
-13214.48832020417,110.0,nan,-96983651.3230145,2459.2713383507353,nan,nan
-9561.90981711719,110.0,nan,-96993213.23283161,1366.054842802985,nan,nan
-8138.88592312347,110.0,nan,-97001352.11875473,1249.0432719807377,nan,nan
-11001.1240182554,110.0,nan,-97012353.24277298,1796.466927028638,nan,nan
-15285.78636758742,110.0,nan,-97027639.02914056,2456.571723971965,nan,nan
-22175.667895109033,110.0,nan,-97049814.69703567,3420.676773058403,nan,nan
-15743.89971585816,102.08,nan,-97065558.59675153,3593.3704195290893,nan,nan
-15194.091693942595,110.0,nan,-97080752.68844546,2049.4827307766304,nan,nan
-12409.611077109552,110.0,nan,-97093162.29952258,1885.424728308934,nan,nan
-18750.279506107097,110.0,nan,-97111912.57902868,3880.782757380737,nan,nan
-10678.899099678763,105.875,nan,-97122591.47812836,2238.881969232174,nan,nan
-11708.659205925127,110.0,nan,-97134300.13733429,1574.5324930776794,nan,nan
-14053.62681757129,110.0,nan,-97148353.76415186,3455.810297656285,nan,nan
-9668.511341902662,110.0,nan,-97158022.27549376,1484.0810236225902,nan,nan
-11529.216876972336,110.0,nan,-97169551.49237072,1722.9876239926216,nan,nan
-8408.398861086034,105.875,nan,-97177959.8912318,1121.9710441926209,nan,nan
-12199.150590130057,110.0,nan,-97190159.04182194,1502.9146112887047,nan,nan
-17911.472400709285,105.875,nan,-97208070.51422265,3832.7926484040436,nan,nan
-12825.928937476976,110.0,nan,-97220896.44316013,2167.549893006435,nan,nan
-15089.638000825207,110.0,nan,-97235986.08116096,2778.477417947006,nan,nan
-11482.963872484992,110.0,nan,-97247469.04503345,1422.3113989742913,nan,nan
-26917.734690341247,110.0,nan,-97274386.7797238,6510.413536781725,nan,nan
-9695.144623167702,102.08,nan,-97284081.92434695,2653.025131603341,nan,nan
-11570.783600291621,105.875,nan,-97295652.70794724,1918.6769186234424,nan,nan
-16396.512696945923,105.875,nan,-97312049.22064419,2352.556572860795,nan,nan
-17411.456544645982,110.0,nan,-97329460.67718884,2486.7766586393054,nan,nan
-12536.844429121325,110.0,nan,-97341997.52161796,1787.3502385019588,nan,nan
-9238.467635862215,110.0,nan,-97351235.98925382,2012.0291003450584,nan,nan
-16733.83167974937,110.0,nan,-97367969.82093357,3346.887294413939,nan,nan
-14152.789563286162,110.0,nan,-97382122.61049685,3114.2535390817925,nan,nan
-12590.608209881802,105.875,nan,-97394713.21870673,2832.659556405916,nan,nan
-14139.292241727906,110.0,nan,-97408852.51094845,3479.281149384182,nan,nan
-17864.06596739786,110.0,nan,-97426716.57691585,3610.5250624721093,nan,nan
-17732.792085871595,110.0,nan,-97444449.36900172,3454.268836769292,nan,nan
-17194.252056719044,110.0,nan,-97461643.62105843,2803.8430855446163,nan,nan
-15650.880341229482,110.0,nan,-97477294.50139967,2728.4922390386273,nan,nan
-9642.257508917059,110.0,nan,-97486936.75890858,1467.748022056836,nan,nan
-14804.399202942157,110.0,nan,-97501741.15811153,5302.655130313844,nan,nan
-16099.70136277544,110.0,nan,-97517840.8594743,2301.594961906772,nan,nan
-9872.880254252013,110.0,nan,-97527713.73972856,1327.8330620431086,nan,nan
-14786.58149307293,110.0,nan,-97542500.32122163,3537.230972542158,nan,nan
-16113.534707634733,110.0,nan,-97558613.85592927,3266.0484971591063,nan,nan
-14352.838146073349,110.0,nan,-97572966.69407535,2097.194470022746,nan,nan
-15007.076971465853,110.0,nan,-97587973.77104682,3572.66113476784,nan,nan
-11538.600485343122,105.875,nan,-97599512.37153216,2211.730488465112,nan,nan
-17985.247277429553,110.0,nan,-97617497.61880958,3143.1383387195838,nan,nan
-16084.650697418761,110.0,nan,-97633582.269507,2893.372277327654,nan,nan
-21284.15491691617,110.0,nan,-97654866.42442392,4665.673796921825,nan,nan
-14012.742070873379,110.0,nan,-97668879.16649479,2700.9762905259317,nan,nan
-11739.946050575001,110.0,nan,-97680619.11254536,2186.174368467997,nan,nan
-13198.50207256885,105.875,nan,-97693817.61461793,2240.9831420786554,nan,nan
-16687.8773341706,110.0,nan,-97710505.4919521,3839.9591243353193,nan,nan
-13615.922792815021,110.0,nan,-97724121.41474493,3968.7418621400043,nan,nan
-16441.277779022243,110.0,nan,-97740562.69252396,4033.693232857019,nan,nan
-10354.207412901673,110.0,nan,-97750916.89993685,1757.6458872643339,nan,nan
-17054.85208267017,110.0,nan,-97767971.75201952,4554.846742770438,nan,nan
-12672.889380211136,105.875,nan,-97780644.64139974,2124.8573421659917,nan,nan
-15272.294567143306,110.0,nan,-97795916.93596688,2249.982274626584,nan,nan
-20588.11250758297,110.0,nan,-97816505.04847446,5795.110700625152,nan,nan
-14662.672307331444,110.0,nan,-97831167.72078179,2123.8419270585655,nan,nan
-12595.958699451076,110.0,nan,-97843763.67948124,1978.7995856512755,nan,nan
-14873.004965063335,110.0,nan,-97858636.6844463,2859.319873466065,nan,nan
-17514.65306002763,110.0,nan,-97876151.33750634,2987.0395152848723,nan,nan
-13403.687841005492,110.0,nan,-97889555.02534734,2240.242992699813,nan,nan
-11207.728859897332,110.0,nan,-97900762.75420724,1391.8289243271272,nan,nan
-13127.572559162734,110.0,nan,-97913890.3267664,2970.6275861664076,nan,nan
-13113.402155312386,110.0,nan,-97927003.72892171,1628.416558011193,nan,nan
-18442.620958490428,110.0,nan,-97945446.3498802,3789.090364694405,nan,nan
-12306.880948133836,110.0,nan,-97957753.23082834,2043.6127391528435,nan,nan
-12639.009738801693,105.875,nan,-97970392.24056715,2872.491838317833,nan,nan
-11132.24304689883,110.0,nan,-97981524.48361404,1814.7357353492507,nan,nan
-16404.011257488542,110.0,nan,-97997928.49487153,2828.2260293990244,nan,nan
-15239.37017660345,110.0,nan,-98013167.86504813,3157.629350300725,nan,nan
-16084.893971675423,110.0,nan,-98029252.7590198,3158.250969572512,nan,nan
-13539.432069567536,110.0,nan,-98042792.19108938,2041.6440334958595,nan,nan
-20706.72510537855,110.0,nan,-98063498.91619475,6153.9129930263225,nan,nan
-17742.510903478113,110.0,nan,-98081241.42709823,2310.5365381305005,nan,nan
-13356.282489283354,110.0,nan,-98094597.70958751,2109.828597471463,nan,nan
-13707.039583630925,110.0,nan,-98108304.74917115,4462.603811948689,nan,nan
-12982.470086656269,105.875,nan,-98121287.2192578,3372.9254464097485,nan,nan
-8885.605773510515,105.875,nan,-98130172.82503131,1103.8317834275147,nan,nan
-9821.650067293915,110.0,nan,-98139994.47509861,1089.1538739326247,nan,nan
-12462.038711727224,110.0,nan,-98152456.51381034,2792.147664888912,nan,nan
-10515.973036004618,110.0,nan,-98162972.48684634,1904.9199206243206,nan,nan
-11408.744104650697,110.0,nan,-98174381.230951,1687.2586790052173,nan,nan
-17425.449477293285,110.0,nan,-98191806.6804283,5603.277329792397,nan,nan
-12100.913524106598,110.0,nan,-98203907.5939524,2529.3301753491874,nan,nan
-14434.539886871877,110.0,nan,-98218342.13383928,3329.5357876880867,nan,nan
-13511.940348821512,110.0,nan,-98231854.0741881,1946.5486329213682,nan,nan
-14655.720479668855,105.875,nan,-98246509.79466777,3415.9992785313443,nan,nan
-11775.027874109088,110.0,nan,-98258284.82254188,1821.6894111602735,nan,nan
-16840.23864281365,110.0,nan,-98275125.06118469,3748.9000361323306,nan,nan
-21524.129092084724,105.875,nan,-98296649.19027677,4559.815721361297,nan,nan
-16059.544617544525,105.875,nan,-98312708.73489432,3924.0594324040735,nan,nan
-13506.860032035858,110.0,nan,-98326215.59492636,1747.860503229354,nan,nan
-21593.65194565682,110.0,nan,-98347809.24687201,5108.565532296174,nan,nan
-13601.664522856854,110.0,nan,-98361410.91139486,2232.4877995209863,nan,nan
-15658.978891967936,110.0,nan,-98377069.89028683,3554.999456656074,nan,nan
-9141.584142503543,110.0,nan,-98386211.47442934,1623.2847847456703,nan,nan
-14748.291405652551,110.0,nan,-98400959.76583499,2254.1004514273304,nan,nan
-14622.25839771782,110.0,nan,-98415582.0242327,2678.934793187589,nan,nan
-9896.91178054064,105.875,nan,-98425478.93601324,1313.0710953668615,nan,nan
-15414.349449714402,110.0,nan,-98440893.28546295,2428.1390272465464,nan,nan
-21721.140226006177,110.0,nan,-98462614.42568895,3718.51674023527,nan,nan
-15180.98961480635,110.0,nan,-98477795.41530375,2019.0990122166295,nan,nan
-15875.793005016501,110.0,nan,-98493671.20830877,4707.455022626449,nan,nan
-12596.889257239889,110.0,nan,-98506268.09756601,3097.537854698079,nan,nan
-13605.748762786752,105.875,nan,-98519873.8463288,2782.7630484971055,nan,nan
-11103.28906988352,110.0,nan,-98530977.13539867,1697.6318527251412,nan,nan
-18150.126438806572,110.0,nan,-98549127.26183748,5073.9585528431635,nan,nan
-10548.253112668956,110.0,nan,-98559675.51495016,1476.4841870191267,nan,nan
-15221.437977868074,110.0,nan,-98574896.95292802,4454.868889841355,nan,nan
-16190.058343239825,110.0,nan,-98591087.01127127,3160.4468844848425,nan,nan
-15391.385559421653,110.0,nan,-98606478.3968307,3020.6900852840317,nan,nan
-13375.218634317165,105.875,nan,-98619853.61546502,3236.869644744635,nan,nan
-10524.945016903963,110.0,nan,-98630378.56048192,2160.981233657497,nan,nan
-10078.238434288594,110.0,nan,-98640456.7989162,1276.793149066217,nan,nan
-13066.246496694272,110.0,nan,-98653523.0454129,2765.8863744484406,nan,nan
-19500.975546668025,110.0,nan,-98673024.02095957,5403.966415941375,nan,nan
-16509.597723980423,110.0,nan,-98689533.61868355,2542.6437717680265,nan,nan
-14663.374376394098,110.0,nan,-98704196.99305995,3259.037062382032,nan,nan
-9224.911065492915,110.0,nan,-98713421.90412544,1090.668806462036,nan,nan
-15315.967205661605,110.0,nan,-98728737.8713311,3374.9421705707623,nan,nan
-17787.359361458857,110.0,nan,-98746525.23069255,3621.9934955108115,nan,nan
-11887.204322559495,110.0,nan,-98758412.43501511,1744.526219537544,nan,nan
-16121.934839306055,110.0,nan,-98774534.36985442,3541.1991681721975,nan,nan
-18960.178959897636,105.875,nan,-98793494.54881431,3918.4649716087783,nan,nan
-14372.936074445595,110.0,nan,-98807867.48488876,3790.2366374928106,nan,nan
-22926.402396277448,110.0,nan,-98830793.88728504,6910.421516697418,nan,nan
-16114.068727488111,110.0,nan,-98846907.95601253,3874.1267216511574,nan,nan
-12050.587938254908,110.0,nan,-98858958.54395078,2179.3351230932108,nan,nan
-16567.55138410639,110.0,nan,-98875526.09533489,3602.049181529027,nan,nan
-18564.369592727133,110.0,nan,-98894090.46492761,3999.3618332486813,nan,nan
-19413.38852949987,110.0,nan,-98913503.85345711,3864.664238844167,nan,nan
-19281.82606949528,105.875,nan,-98932785.6795266,4118.926670096611,nan,nan
-16807.16629308039,105.875,nan,-98949592.84581968,3681.844559066094,nan,nan
-17825.87848828236,110.0,nan,-98967418.72430797,3791.164695059018,nan,nan
-11628.512429398548,105.875,nan,-98979047.23673737,2196.460533648629,nan,nan
-12416.962990281496,110.0,nan,-98991464.19972765,2141.142393870095,nan,nan
-12199.704243090546,110.0,nan,-99003663.90397075,2737.450468947596,nan,nan
-13644.839995205362,110.0,nan,-99017308.74396595,2496.2227686385113,nan,nan
-16233.687315569225,110.0,nan,-99033542.43128152,3099.029379266156,nan,nan
-16685.22396640552,110.0,nan,-99050227.65524793,5426.959340430382,nan,nan
-11213.176927220009,105.875,nan,-99061440.83217515,2375.0817706205094,nan,nan
-11972.884846758432,110.0,nan,-99073413.71702191,2251.920862875651,nan,nan
-14699.24011251188,110.0,nan,-99088112.95713443,3106.7741090409877,nan,nan
-13345.001336464333,110.0,nan,-99101457.9584709,2585.587493730208,nan,nan
-9854.882196275998,110.0,nan,-99111312.84066717,1507.6724128711717,nan,nan
-13157.35454433992,110.0,nan,-99124470.19521151,2464.5793878419677,nan,nan
-17717.711372031976,110.0,nan,-99142187.90658355,5064.765909203454,nan,nan
-13498.311562278275,110.0,nan,-99155686.21814583,2207.248004753969,nan,nan
-17182.1797686716,110.0,nan,-99172868.3979145,2796.8057762507683,nan,nan
-13232.299193464374,105.875,nan,-99186100.69710797,1951.9079346179697,nan,nan
-15078.468403207424,105.875,nan,-99201179.16551118,2068.815064042015,nan,nan
-12080.539147620491,110.0,nan,-99213259.70465879,1665.4071161098077,nan,nan
-16352.49553026304,110.0,nan,-99229612.20018905,2997.1219822327275,nan,nan
-19325.080023334307,110.0,nan,-99248937.28021239,4663.4343112647675,nan,nan
-16500.586765494103,110.0,nan,-99265437.86697789,3855.8335735845844,nan,nan
-9927.787674811028,110.0,nan,-99275365.6546527,1566.0298656910704,nan,nan
-16972.510026832584,110.0,nan,-99292338.16467953,2162.107591348529,nan,nan
-17605.669179237193,110.0,nan,-99309943.83385876,3501.822261227684,nan,nan
-15139.512683559104,110.0,nan,-99325083.34654231,2497.7242398586377,nan,nan
-16721.666022679932,110.0,nan,-99341805.01256499,3028.4449700096825,nan,nan
-19818.294075836082,110.0,nan,-99361623.30664082,5754.983688166916,nan,nan
-11899.763472967612,105.875,nan,-99373523.0701138,3144.417506764243,nan,nan
-16184.312127056324,110.0,nan,-99389707.38224085,3966.931244782147,nan,nan
-21879.01215775321,110.0,nan,-99411586.3943986,4748.342003164746,nan,nan
-12221.40253779217,110.0,nan,-99423807.7969364,3691.0331258683686,nan,nan
-13603.768918369715,110.0,nan,-99437411.56585476,2162.151207185957,nan,nan
-12768.50831715332,110.0,nan,-99450180.07417192,2624.013036758203,nan,nan
-11372.573681801494,110.0,nan,-99461552.64785372,2181.5746102765074,nan,nan
-12944.47948917616,110.0,nan,-99474497.1273429,1525.7872296281087,nan,nan
-8322.306878574862,110.0,nan,-99482819.43422148,904.3783872660291,nan,nan
-11533.447860083923,110.0,nan,-99494352.88208155,1429.8322204339738,nan,nan
-10270.693568117575,105.875,nan,-99504623.57564966,1752.2462350414391,nan,nan
-14060.27405814048,105.875,nan,-99518683.8497078,3393.4729261548955,nan,nan
-14823.205851030581,110.0,nan,-99533507.05555883,2056.79157182205,nan,nan
-11445.861270766232,110.0,nan,-99544952.9168296,1477.3287094005962,nan,nan
-19841.8900487797,110.0,nan,-99564794.80687839,4126.910786157005,nan,nan
-12622.147753563097,110.0,nan,-99577416.95463195,2007.2307521284447,nan,nan
-15616.183819414984,110.0,nan,-99593033.13845137,2499.3947328909708,nan,nan
-17464.593647407655,110.0,nan,-99610497.73209877,3385.3110858328814,nan,nan
-13149.113199411871,110.0,nan,-99623646.84529819,3720.618724562903,nan,nan
-14417.231675347623,110.0,nan,-99638064.07697353,3453.7749929131164,nan,nan
-10920.412131144134,110.0,nan,-99648984.48910467,1527.9532672012422,nan,nan
-15403.981719669684,110.0,nan,-99664388.47082435,2533.0289037727407,nan,nan
-16412.383859220514,110.0,nan,-99680800.85468356,3117.377756282182,nan,nan
-15564.497101660865,110.0,nan,-99696365.35178523,2533.9916639112057,nan,nan
-22264.39076427674,110.0,nan,-99718629.74254951,5966.0171451942115,nan,nan
-11711.661635268176,110.0,nan,-99730341.40418477,2047.8133677299236,nan,nan
-16304.2028235423,105.875,nan,-99746645.60700832,2729.285265148875,nan,nan
-10693.961538056434,110.0,nan,-99757339.56854638,1747.891309191598,nan,nan
-12599.054942780107,105.875,nan,-99769938.62348917,2303.839889889697,nan,nan
-16808.52113749575,110.0,nan,-99786747.14462666,3333.94178749522,nan,nan
-13014.255216175574,110.0,nan,-99799761.39984284,1501.517964190362,nan,nan
-21656.408077795546,110.0,nan,-99821417.80792063,5725.199295869948,nan,nan
-20216.62303757395,110.0,nan,-99841634.43095821,3514.523284906037,nan,nan
-12435.951207841857,110.0,nan,-99854070.38216606,1892.4596919817695,nan,nan
-15167.971232342723,110.0,nan,-99869238.3533984,2641.180399597786,nan,nan
-11503.233880845259,110.0,nan,-99880741.58727925,1634.559832118858,nan,nan
-21520.497508763914,110.0,nan,-99902262.08478801,4147.153561208803,nan,nan
-12658.036390358977,110.0,nan,-99914920.12117837,1927.2413475894232,nan,nan
-22509.447343511096,110.0,nan,-99937429.56852189,6088.511670433352,nan,nan
-10346.817541352251,110.0,nan,-99947776.38606323,1791.3871681257835,nan,nan
-22910.96509424946,110.0,nan,-99970687.35115749,8573.124304802459,nan,nan
-10714.55050169804,110.0,nan,-99981401.90165919,1930.0184309791284,nan,nan
-24518.83943440922,110.0,nan,-100005920.7410936,5988.62425047855,nan,nan
-12851.406230504572,110.0,nan,-100018772.14732412,3181.0850303360235,nan,nan
-13342.78272472589,110.0,nan,-100032114.93004884,2246.2389605536755,nan,nan
-18128.16958822237,110.0,nan,-100050243.09963706,5847.557902151769,nan,nan
-10731.232461132684,110.0,nan,-100060974.3320982,2953.6817153536317,nan,nan
-13013.921802063804,110.0,nan,-100073988.25390026,1936.4897527408011,nan,nan
-14584.731811028136,110.0,nan,-100088572.98571129,3592.953065164163,nan,nan
-14365.548389940503,110.0,nan,-100102938.53410123,2708.446888812849,nan,nan
-12269.328342758488,110.0,nan,-100115207.862444,3301.202003916197,nan,nan
-14063.25187589474,110.0,nan,-100129271.11431989,2712.1852074399035,nan,nan
-11584.855431716409,105.875,nan,-100140855.96975161,2002.740724615643,nan,nan
-10766.820525600562,110.0,nan,-100151622.79027721,2026.7262460987506,nan,nan
-14754.41525615675,110.0,nan,-100166377.20553337,2898.1094697868457,nan,nan
-19964.547673464647,110.0,nan,-100186341.75320683,6051.509219050315,nan,nan
-14772.221809140297,105.875,nan,-100201113.97501597,4296.062879661886,nan,nan
-13226.560509017489,110.0,nan,-100214340.53552498,1848.8833184342147,nan,nan
-18335.07624982873,110.0,nan,-100232675.6117748,4105.933719162049,nan,nan
-11233.121141970663,110.0,nan,-100243908.73291677,2051.61765715114,nan,nan
-10971.842397753617,110.0,nan,-100254880.57531452,1722.3342891217776,nan,nan
-13831.756248452093,110.0,nan,-100268712.33156298,1961.844859785274,nan,nan
-25779.476884674874,110.0,nan,-100294491.80844766,5836.456072295322,nan,nan
-8770.688549093396,102.08,nan,-100303262.49699675,1526.9834729286172,nan,nan
-12276.783850445352,110.0,nan,-100315539.28084719,2386.460264625703,nan,nan
-15541.135148760824,110.0,nan,-100331080.41599596,3180.466051113607,nan,nan
-10890.016567500743,105.875,nan,-100341970.43256345,1876.5311218633747,nan,nan
-13753.573949622436,110.0,nan,-100355724.00651307,1605.2226541641803,nan,nan
-9503.296218444064,110.0,nan,-100365227.30273151,1052.3960753910085,nan,nan
-11384.666956335926,110.0,nan,-100376611.96968785,1330.9425173979503,nan,nan
-13276.474051185814,110.0,nan,-100389888.44373904,1841.4098135090214,nan,nan
-18203.886217113726,110.0,nan,-100408092.32995616,3965.0647940467206,nan,nan
-12235.2535342776,110.0,nan,-100420327.58349043,1681.7824537537579,nan,nan
-12613.199744031324,110.0,nan,-100432940.78323446,2316.9105095890645,nan,nan
-12659.867621870633,105.875,nan,-100445600.65085633,3146.8779720536863,nan,nan
-14885.521459773556,110.0,nan,-100460486.1723161,3807.6161076346148,nan,nan
-12452.555701044459,110.0,nan,-100472938.72801715,1774.0447501526676,nan,nan
-11993.40776130386,105.875,nan,-100484932.13577846,2857.871041886709,nan,nan
-15729.722455705341,105.875,nan,-100500661.85823417,4527.429046967985,nan,nan
-11567.565108137871,110.0,nan,-100512229.4233423,2082.908382942152,nan,nan
-13926.354994299696,105.875,nan,-100526155.7783366,2007.9654703405427,nan,nan
-16279.94255436654,110.0,nan,-100542435.72089097,2948.484396573058,nan,nan
-11613.91545240403,110.0,nan,-100554049.63634337,2299.8060485558594,nan,nan
-11328.845269607056,110.0,nan,-100565378.48161298,1780.128575792917,nan,nan
-14683.883769988088,105.875,nan,-100580062.36538297,2462.2276669364096,nan,nan
-13740.942209484883,105.875,nan,-100593803.30759245,3773.5262894252737,nan,nan
-13370.108932841402,110.0,nan,-100607173.41652529,1486.0560957941989,nan,nan
-12896.559961274428,110.0,nan,-100620069.97648656,2991.4835382590036,nan,nan
-14868.576792210548,110.0,nan,-100634938.55327877,2774.7658282110724,nan,nan
-13516.929757313595,110.0,nan,-100648455.48303609,2040.4226885769035,nan,nan
-13786.174253639838,105.875,nan,-100662241.65728973,3993.7717490567948,nan,nan
-14589.880055390624,110.0,nan,-100676831.53734513,3403.28582070339,nan,nan
-24871.05881971637,110.0,nan,-100701702.59616484,7815.20729921419,nan,nan
-12154.877224557986,110.0,nan,-100713857.4733894,1987.2861486412417,nan,nan
-19275.43891809463,105.875,nan,-100733132.9123075,5549.913580213658,nan,nan
-12347.701807975422,110.0,nan,-100745480.61411548,1928.4691663739618,nan,nan
-13112.140096284216,110.0,nan,-100758592.75421175,3089.7905003827877,nan,nan
-13361.256979408907,105.875,nan,-100771954.01119116,2150.2155650052814,nan,nan
-15028.453135591331,110.0,nan,-100786982.46432675,1706.849217195764,nan,nan
-12620.36694059045,110.0,nan,-100799602.83126734,1871.5087278537967,nan,nan
-19528.484353085594,110.0,nan,-100819131.31562042,4345.728412596672,nan,nan
-16108.573036637159,105.875,nan,-100835239.88865706,4105.63390846819,nan,nan
-12515.234851577201,110.0,nan,-100847755.12350865,2006.3234928281004,nan,nan
-13385.083394232463,110.0,nan,-100861140.20690288,2404.0489220024756,nan,nan
-13078.36532293575,110.0,nan,-100874218.57222581,2479.796130610363,nan,nan
-11594.515768337535,110.0,nan,-100885813.08799414,1877.045233774214,nan,nan
-12121.122956899182,110.0,nan,-100897934.21095105,2931.7144342690613,nan,nan
-11832.770574127648,110.0,nan,-100909766.98152517,1675.5603891881622,nan,nan
-18369.8102587716,110.0,nan,-100928136.79178394,3581.5036822321836,nan,nan
-17245.5144578049,110.0,nan,-100945382.30624175,4041.6546828306928,nan,nan
-11192.39301331514,110.0,nan,-100956574.69925506,1204.4435147943607,nan,nan
-11657.536734341393,110.0,nan,-100968232.2359894,1958.3096557815425,nan,nan
-14908.420534704132,110.0,nan,-100983140.6565241,2660.640127559276,nan,nan
-14591.050995206106,105.875,nan,-100997731.70751931,3000.3929797124592,nan,nan
-11733.29577843895,110.0,nan,-101009465.00329775,1863.3687124021242,nan,nan
-13133.326991504635,110.0,nan,-101022598.33028924,3192.3587725504885,nan,nan
-11229.971228190852,105.875,nan,-101033828.30151744,3188.8008958438572,nan,nan
-13409.609680118552,110.0,nan,-101047237.91119756,2190.7225723622846,nan,nan
-13232.243544894556,110.0,nan,-101060470.15474245,2248.3350997424063,nan,nan
-12189.281340509193,110.0,nan,-101072659.43608296,2092.5679652533354,nan,nan
-13964.075889664315,110.0,nan,-101086623.51197262,2929.927986987483,nan,nan
-13423.81287856816,110.0,nan,-101100047.32485119,3556.1981981444333,nan,nan
-13520.111112241208,110.0,nan,-101113567.43596342,3186.420280988944,nan,nan
-8282.5615526087,105.875,nan,-101121849.99751604,1713.3697509638027,nan,nan
-10841.223207416191,105.875,nan,-101132691.22072345,1776.250441380767,nan,nan
-16733.523190449203,110.0,nan,-101149424.7439139,3806.68917521732,nan,nan
-18234.41789466181,110.0,nan,-101167659.16180857,2919.2340357881694,nan,nan
-10896.865029184788,110.0,nan,-101178556.02683775,1577.8247894704216,nan,nan
-16580.11779895383,105.875,nan,-101195136.1446367,6221.762165331776,nan,nan
-8412.685686470848,95.33333333333333,nan,-101203548.83032317,1735.3270544883164,nan,nan
-12931.237005496043,110.0,nan,-101216480.06732868,2915.214246285778,nan,nan
-16367.887514401407,110.0,nan,-101232847.95484307,2756.707112321852,nan,nan
-15128.42879241718,110.0,nan,-101247976.38363549,3756.2196238401425,nan,nan
-13435.863128685301,110.0,nan,-101261412.24676418,2143.4676865342585,nan,nan
-17343.92043042283,105.875,nan,-101278756.1671946,2766.3469332147797,nan,nan
-11255.730181273939,105.875,nan,-101290011.89737588,2170.2422268893956,nan,nan
-18924.589957084674,105.875,nan,-101308936.48733297,3978.3988270318855,nan,nan
-17399.06001029913,110.0,nan,-101326335.54734327,7907.148380393065,nan,nan
-20361.38840054311,110.0,nan,-101346696.93574381,3435.680710727563,nan,nan
-15738.567196423077,110.0,nan,-101362435.50294024,3264.780305780069,nan,nan
-14435.921686185517,110.0,nan,-101376871.42462642,2451.9904713219166,nan,nan
-11460.066837027867,110.0,nan,-101388331.49146345,2670.847235097313,nan,nan
-15785.57123825022,110.0,nan,-101404117.0627017,3559.0901647528244,nan,nan
-18945.086576463218,110.0,nan,-101423062.14927816,4227.4581157265075,nan,nan
-9988.473342763988,110.0,nan,-101433050.62262093,1628.0861816705428,nan,nan
-16335.59018294644,110.0,nan,-101449386.21280387,3803.77238710083,nan,nan
-14572.348739540083,110.0,nan,-101463958.5615434,2034.845248689435,nan,nan
-13943.82079891049,110.0,nan,-101477902.38234231,2649.0518180908316,nan,nan
-9096.487206318252,110.0,nan,-101486998.86954863,1345.0286513906835,nan,nan
-13869.157920940192,110.0,nan,-101500868.02746958,2031.8703504793061,nan,nan
-14549.614267346169,110.0,nan,-101515417.64173692,2571.7334008996045,nan,nan
-12207.199887714325,110.0,nan,-101527624.84162463,1865.903634434531,nan,nan
-11902.549379351898,110.0,nan,-101539527.39100398,2276.4277894822208,nan,nan
-18054.224761448888,110.0,nan,-101557581.61576544,4998.009647056336,nan,nan
-11286.737014077398,105.875,nan,-101568868.35277951,3523.5529613242943,nan,nan
-13067.047485150135,105.875,nan,-101581935.40026465,2153.3302360322277,nan,nan
-15733.493628006243,110.0,nan,-101597668.89389266,2662.823820889253,nan,nan
-16539.735872086603,110.0,nan,-101614208.62976475,2216.1717501583953,nan,nan
-12417.516206494767,110.0,nan,-101626626.14597124,1812.0873920795066,nan,nan
-8557.86809862394,110.0,nan,-101635184.01406986,1184.3786647225202,nan,nan
-20175.632927773633,110.0,nan,-101655359.64699763,4915.164569041366,nan,nan
-18106.47781706792,110.0,nan,-101673466.1248147,3559.1714870824558,nan,nan
-12271.003341215759,110.0,nan,-101685737.12815592,2453.5480155474693,nan,nan
-9558.959829991401,105.875,nan,-101695296.0879859,1430.2719455614497,nan,nan
-16526.428303055203,110.0,nan,-101711822.51628895,2798.3520572518046,nan,nan
-21434.61066567319,110.0,nan,-101733257.12695463,6961.346483714768,nan,nan
-13002.743687709304,110.0,nan,-101746259.87064233,2529.7620710000856,nan,nan
-16545.609233407744,110.0,nan,-101762805.47987574,3619.745650143993,nan,nan
-11709.094968911391,110.0,nan,-101774514.57484466,2657.8202655948644,nan,nan
-15832.556146799257,105.875,nan,-101790347.13099146,2651.3555846160534,nan,nan
-11929.791672814526,110.0,nan,-101802276.92266427,2593.971727593697,nan,nan
